Date,Close,Volume
5/3/2024,183.380005,163224100
5/6/2024,181.710007,78569700
5/7/2024,182.399994,77305800
5/8/2024,182.740005,45057100
5/9/2024,184.570007,48983000
5/10/2024,183.050003,50759500
5/13/2024,186.279999,72044800
5/14/2024,187.429993,52393600
5/15/2024,189.720001,70400000
5/16/2024,189.839996,52845200
5/17/2024,189.869995,41282900
5/20/2024,191.039993,44361300
5/21/2024,192.350006,42309400
5/22/2024,190.899994,34648500
5/23/2024,186.880005,51005900
5/24/2024,189.979996,36294600
5/28/2024,189.990005,52280100
5/29/2024,190.289993,53068000
5/30/2024,191.289993,49947900
5/31/2024,192.25,75158300
6/3/2024,194.029999,50080500
6/4/2024,194.350006,47471400
6/5/2024,195.869995,54156800
6/6/2024,194.479996,41181800
6/7/2024,196.889999,53103900
6/10/2024,193.119995,97262100
6/11/2024,207.149994,172373300
6/12/2024,213.070007,198134300
6/13/2024,214.240005,97862700
6/14/2024,212.490005,70122700
6/17/2024,216.669998,93609800
6/18/2024,212.490005,70122700
